Fide id	Name	Federation	Year_of_birth	Title	Standard_Rating	Rapid_rating	Blitz_rating	Inactive_flag	age
2078090	Feng, Maggie	USA	2000.0	FM	2138		1860.0	wi	21
24112917	Kabanova, Ekaterina	RUS	1982.0	WFM	2138	2235.0	2164.0		39
24112941	Karapetyan, Annik	RUS	1989.0	WFM	2138			wi	32
12506176	Khalaji, Hanieh	IRI	1994.0	WFM	2138	1978.0	1969.0	wi	27
14108917	Kryvoruchko, Vita	UKR	1988.0	WGM	2138	2189.0	2205.0		33
12801763	Morkunaite, Egle	LTU	1981.0		2138			wi	40
14114895	Nesterovskaya, Anzhelika	ISR	1991.0	WFM	2138	2115.0	2105.0		30
3520420	Obregon Garcia, Roxangel	CUB	2003.0	WIM	2138		2025.0		18
13701657	Tuitebayeva, Dinara	KAZ	1986.0	WIM	2138		2080.0	wi	35
13602560	Vakhania, Alexandra	GEO	1986.0	WIM	2138	2128.0	1998.0		35
1119320	Vine, Elzbieta	POL	1985.0		2138			wi	36
8600848	Yang, Ning	CHN	1978.0	WFM	2138			wi	43
4143086	Amonatova, Irina	RUS	1978.0		2137	1977.0	2021.0	wi	43
12400580	Chau, Thi Ngoc Giao	VIE	1981.0		2137			wi	40
1305620	De Seroux, Camille	SUI	1993.0	WIM	2137	2081.0	2171.0		28
4195671	Demina, Marya	RUS	1989.0	WFM	2137	2009.0	2044.0	wi	32
24173800	Gorovenko, Darya	RUS	2000.0	WFM	2137	2114.0	1995.0		21
2219832	Grau Carreras, Monica	ESP	1984.0	WFM	2137			wi	37
2266296	Guadamuro Torrente, Anabel	ESP	1991.0	WFM	2137	2015.0	2082.0		30
34170755	Khangueva, Ayana	RUS	2000.0	WFM	2137	1866.0	1855.0	wi	21
604577	Mora, Virginie	FRA	1976.0	WFM	2137			wi	45
4109988	Reutova, Lyudmila	RUS	1951.0	WFM	2137			wi	70
14507250	Sargac, Rajna	CRO	1974.0	WIM	2137	2151.0	2077.0		47
14102757	Straub, Natalia	GER	1978.0	WGM	2137				43
1621432	Froewis, Annika	AUT	1994.0	WFM	2136	2106.0	2122.0		27
24111490	Malykh, Natalia	RUS	1967.0	WFM	2136			wi	54
24174769	Pavlenko, Ksenia	RUS	1999.0	WFM	2136	1921.0	2110.0	wi	22
14502771	Rosandic, Albina	CRO	1974.0		2136			wi	47
4693809	Shmirina, Evgenija	GER	1989.0	WIM	2136			wi	32
4132254	Tabrina, Anna	RUS	1982.0	WFM	2136			wi	39
4637330	Vidonyak, Nellya	GER	1971.0	WIM	2136				50
4170202	Zakharova, Alexandra	RUS	1986.0	WFM	2136			wi	35
2004550	Crotto, Rachel	USA	1958.0	WIM	2135			wi	63
4634780	Duessler, Stefanie	GER	1995.0		2135				26
13401157	Farajova, Farida	AZE	1985.0		2135			wi	36
4149572	Grigorova, Irina	RUS	1966.0	WIM	2135			wi	55
704431	Grosch, Maria	HUN	1954.0	WIM	2135			wi	67
704482	Jakus, Katalin	HUN	1969.0	WFM	2135			wi	52
4109678	Khanova, Elena	RUS	1967.0	WFM	2135	1996.0	2044.0	wi	54
4132416	Nasybullina, Alfia	KAZ	1994.0	WIM	2135	2151.0	2036.0		27
4110064	Sternina, Vera E	RUS	1946.0		2135			wi	75
1002287	Tichelman, Ineke	NED	1973.0		2135			wi	48
24163813	Vashurina, Aleksandra	RUS	1987.0	WFM	2135	2099.0		wi	34
2806096	Vovinkina, Natalia	ISR	1971.0		2135	2114.0	2133.0	wi	50
8608032	Zhang, Lanlin	CHN	1999.0		2135	2206.0	2171.0		22
4158342	Artamonova, Irina	RUS	1957.0		2134			wi	64
2014718	Groberman, Elina	USA	1983.0	WIM	2134			wi	38
32082681	Guillo Longares, Cecilia	ESP	2004.0	WFM	2134	1959.0	1853.0		17
7108478	Gunawan, Sasti Angel	INA	2002.0	WFM	2134			wi	19
2007843	Kats, Alena	USA	1995.0	WIM	2134			wi	26
5044200	Kavitha J E	IND	1984.0	WFM	2134			wi	37
13703935	Petrukhina, Olga	KAZ	1990.0	WFM	2134	2010.0	2026.0		31
5026652	Sowmya, H.	IND	1990.0		2134			wi	31
14906341	Vrbova, Niki	SVK	1983.0	WFM	2134	2127.0			38
13506480	Zhigalko, Tatiana	BLR	1994.0	WFM	2134	2106.0	2014.0	wi	27
3504123	Badalo Gonzalez, Tania	CUB	1974.0	WFM	2133			wi	47
2014599	Baginskaite, Kamile	LTU	1967.0	WGM	2133	2123.0	2105.0		54
929239	Dimitrijevic, Aleksandra	SRB	1986.0	WGM	2133	2263.0			35
3509877	Frometa Escriba, Daylenis	CUB	1982.0	WFM	2133			wi	39
1310356	Gavrilova, Anastasia	SUI	1990.0	WFM	2133			wi	31
24111481	Kushka, Alena	RUS	1993.0	WFM	2133		2062.0		28
14107953	Makovetskaya, Elena	UKR	1982.0		2133			wi	39
13600400	Melashvili, Ketevan	GEO	1960.0		2133			wi	61
1203622	Mosnegutu, Mariana	ROU	1979.0	WIM	2133		2084.0	wi	42
4612809	Schaefer, Anke	GER	1971.0	WFM	2133			wi	50
3524035	Sierra Cartaya, Ana Barbara	CUB	2002.0	WFM	2133		2129.0		19
4158440	Volynets, Marina	RUS	1985.0	WFM	2133			wi	36
709522	Csomor, Bea	HUN	1977.0		2132			wi	44
4152280	Iljushina, Olga	RUS	1981.0	WGM	2132	2069.0	1983.0		40
14200600	Khamrakulova, Iroda	UZB	1981.0		2132			wi	40
4145801	Kuzheleva, Oksana	RUS	1973.0	WFM	2132			wi	48
8601712	Li, Xilu	CHN	1986.0		2132			wi	35
942456	Milutinovic, Stefana	SRB	1996.0	WFM	2132	2147.0	2151.0		25
13600427	Nikoladze, Sopio	GEO	1973.0	WIM	2132	2091.0	1999.0		48
4161033	Protopopova, Tatjana	RUS	1987.0	WFM	2132			wi	34
6700233	Zepeda, Lorena	ESA	1984.0	WIM	2132	2086.0	2080.0	wi	37
24174440	Abukarova, Madina	RUS	1998.0	WFM	2131			wi	23
7105983	Ghozali, Anugrah Maria	INA	2000.0	WFM	2131	2176.0		wi	21
4141865	Goncharova, Natalia Olegovna	RUS	1961.0	WFM	2131	1579.0	1751.0	wi	60
13300555	Grigorian, Arusiak	ARM	1977.0	WFM	2131			wi	44
1401637	Guindy, Esmat Susanne	DEN	1972.0	WFM	2131	2144.0	1970.0		49
13613413	Heidaripourghazvini, Masoumeh	GEO	1979.0		2131			wi	42
4612434	Heinatz, Gundula	SUI	1969.0	WIM	2131	2197.0			52
14106361	Kalinina, Larisa	UKR	1962.0	WIM	2131		2089.0	wi	59
24112984	Kazora, Anastasiya	RUS	1988.0		2131			wi	33
621510	Lupu, Smaranda B.	FRA	1967.0	WIM	2131			wi	54
1203592	Vasiesiu, Cristina-Valeria	ROU	1976.0	WIM	2131	2114.0	2102.0	wi	45
24113913	Zhuravleva, Mariya	RUS	1989.0		2131			wi	32
4150341	Bazhina, Olga	RUS	1979.0		2130			wi	42
5201659	Castellano, Christine	PHI	1983.0		2130			wi	38
704423	Horvath, Miklosne	HUN	1967.0	WFM	2130			wi	54
4100840	Kanevskaya, Anna	RUS	1996.0	WFM	2130	2066.0	2009.0		25
2006332	Kibrik, Tatyana	USA	1971.0		2130			wi	50
4150350	Kovaleva, Irina	RUS	1976.0		2130			wi	45
4108698	Saunina, Ludmila	RUS	1952.0	WGM	2130	2033.0	1868.0		69
4180488	Shperber, Irina	RUS	1983.0	WFM	2130			wi	38
14113457	Sorokina, Viktoria	UKR	1984.0		2130			wi	37
11602023	Titareva, Tatiana	LAT	1986.0		2130			wi	35
13701932	Tuleyeva-Aketayeva, Dana	KAZ	1986.0	WIM	2130	2106.0	1944.0	wi	35
14120143	Antonova, Evgenia	UKR	1985.0	WFM	2129			wi	36
13302248	Avanesyan, Ani	ARM	1984.0		2129			wi	37
4127919	Borovik, Irina	RUS	1980.0		2129			wi	41
1002627	Bos-Swiecik, Iwona	NED	1958.0	WIM	2129			wi	63
4656741	Helm, Leonie	GER	1984.0		2129			wi	37
13503863	Homiakova, Ekaterina	BLR	1991.0	WFM	2129			wi	30
4137442	Kalashnikova, Nadezhda	RUS	1943.0	WFM	2129	1859.0	1969.0	wi	78
4900405	Majigsuren, Dovdon	MGL	1976.0	WFM	2129			wi	45
4132343	Mikliaeva, Darja S.	RUS	1982.0		2129			wi	39
14909626	Motycakova, Monika	SVK	1992.0	WFM	2129	2096.0	2042.0		29
14104008	Onischuk, Anastasia	UKR	1980.0	WFM	2129	2138.0		wi	41
2019051	Ross, Laura	USA	1988.0	WFM	2129			wi	33
4119592	Salakhova, Gulnara	RUS	1969.0	WIM	2129	2020.0		wi	52
4001249	Steil-Antoni, Fiona	LUX	1989.0	WIM	2129	2180.0	2059.0		32
409111	Tidman, Sophie E	ENG	1984.0	WFM	2129			wi	37
24601543	Zikeli, Saskia	GER	1990.0		2129		2123.0	wi	31
4167104	Aliverdieva, Afet	RUS	1973.0	WFM	2128			wi	48
14113953	Efremova, Yulia	UKR	1987.0	WIM	2128	2111.0	2145.0		34
3601196	Figueroa Filian, Janina	ECU	1986.0		2128			wi	35
2218410	Gomez-Cabrero Lopez., Maria	ESP	1981.0	WFM	2128			wi	40
1118374	Harazinska, Ewa	POL	1998.0	WIM	2128	1995.0	1758.0		23
14116553	Huda, Maryana	UKR	1988.0	WGM	2128	2141.0			33
909181	Ivkovic, Staka	SRB	1959.0	WFM	2128			wi	62
14106060	Kliueva, Tatiana	UKR	1981.0		2128	2105.0		wi	40
4159330	Kolmakova, Maria	RUS	1984.0	WFM	2128			wi	37
14118025	Moskalets, Natalia	UKR	1973.0	WIM	2128	2124.0		wi	48
3509001	Santoya Gonzalez, Clara Maria	CUB	1981.0	WFM	2128			wi	40
24163597	Skorobogatova, Marina	RUS	1998.0		2128	1913.0	1851.0	wi	23
13501593	Anokhina, Valentina	BLR	1951.0	WFM	2127			wi	70
13501445	Berlin, Tatiana	BLR	1977.0	WIM	2127		2077.0	wi	44
4135563	Denikina, Natalia	RUS	1980.0	WFM	2127	2239.0		wi	41
4124260	Grigorian, Marine	RUS	1992.0	WFM	2127	2174.0	2057.0	wi	29
1106058	Guzkowska-Nurkiewicz, Magdalena	POL	1975.0	WIM	2127	2018.0		wi	46
14517825	Ivekovic, Tihana	CRO	1995.0	WFM	2127	2065.0	2068.0		26
13602896	Izoria, Ana	GEO	1985.0	WFM	2127			wi	36
4125673	Koroljova, Valerija	RUS	1981.0		2127			wi	40
10605908	Mona, Khaled	EGY	1994.0	WGM	2127	2139.0	2072.0	wi	27
705152	Rajcsanyi, Zita	HUN	1973.0		2127			wi	48
2600838	Starr, Nava	CAN	1949.0	WIM	2127	2117.0		wi	72
13414895	Suleymanova, Makhrug	AZE	1979.0	WFM	2127			wi	42
4136152	Verevotchkina, Elena	RUS	1976.0	WFM	2127	2142.0		wi	45
4900952	Yanjindulam, Dulamsuren	MGL	1988.0	WIM	2127	2149.0	2150.0	wi	33
4160720	Zabolotnaya, Mariya	RUS	1976.0		2127		2041.0	wi	45
2802392	Alterman-Borulia, Luba	ISR	1969.0		2126			wi	52
4902661	Amina, Battsooj	MGL	2001.0	FM	2126	1655.0	1745.0	wi	20
13500902	Anokhina, Svetlana	BLR	1972.0	WFM	2126			wi	49
406430	Buckley, Melanie H	ENG	1982.0		2126			wi	39
8600821	Chen, Yilang	CHN	1970.0	WFM	2126			wi	51
14103117	Grigorian, L.	UKR	1979.0		2126			wi	42
14602334	Kaps, Darja	SLO	1981.0	WGM	2126	2100.0	2106.0		40
5025001	Keerthi, B.S.	IND	1982.0		2126			wi	39
7102496	Lestari, Baiq Vina	INA	1986.0	WFM	2126			wi	35
1117335	Lysiak-Poltorak, Magdalena	POL	1982.0	WFM	2126	2039.0		wi	39
13700219	Muslimova, Aida	KAZ	1939.0		2126			wi	82
1304313	Stoeri, Laura	SUI	1996.0	WFM	2126	2035.0	2037.0		25
5072611	Toshali, V	IND	2001.0		2126	1793.0	1754.0		20
13703340	Uskova, Tatyana	KAZ	1985.0	WFM	2126			wi	36
8603960	Wang, Xinyue	CHN	1990.0	WFM	2126			wi	31
2210991	Amado Rolan, Irene	ESP	1965.0	WFM	2125			wi	56
12512230	Asgarizadeh, Minoo	IRI	1994.0	WFM	2125	2076.0	2048.0	wi	27
13400355	Balajayeva, Zamina	AZE	1973.0	WFM	2125			wi	48
1007548	Breitkopf, Maria-Magda	NED	1987.0		2125			wi	34
4618823	Daechert, Regina	GER	1976.0		2125			wi	45
2905400	Dimova, Desislava	BUL	1980.0		2125			wi	41
913510	Filipovic, Biljana	SRB	1971.0		2125			wi	50
14301504	Greeff, Melissa	RSA	1994.0	WGM	2125			wi	27
1104543	Gruszka, Danuta	POL	1970.0	WFM	2125			wi	51
3504280	Mendez Alfaro, Yaquelin Yenia	FID	1980.0	WFM	2125	2112.0	2121.0	wi	41
24137880	Mylnikova, Olga	RUS	2000.0	WFM	2125	2056.0	2019.0	wi	21
4178696	Olhovaja, Elena	RUS	1984.0		2125			wi	37
3800830	Pacheco, Silvana	PER	1981.0	WFM	2125			wi	40
2227525	Perez Muniz, Teresa Alicia	ESP	1970.0		2125			wi	51
604291	Pilardeau, Gaelle	FRA	1978.0	WFM	2125			wi	43
14100835	Senchichin, Jarina	UKR	1969.0	WFM	2125	1917.0		wi	52
913545	Stoisavljevic, Sava	SRB	1974.0	WFM	2125		1990.0	wi	47
4651227	Strassmann, Swantje	GER	1977.0		2125			wi	44
4133510	Turkova, Olga	RUS	1982.0		2125			wi	39
1214861	Uta, Adeline-Ramona	ROU	1991.0	WFM	2125	2031.0	1981.0		30
4617797	Winkelbauer, Manuela	GER	1977.0		2125			wi	44
4135512	Zaporozhchenko, Anna	RUS	1979.0		2125			wi	42
4152662	Averchenko, Ekaterina	RUS	1986.0	WFM	2124	2111.0	2166.0		35
4900260	Bayarmaa, Bayarjargal	MGL	1995.0	WIM	2124	2076.0	2026.0	wi	26
1005324	De Mie, Mariska	NED	1979.0	WFM	2124				42
4174127	Figura, Ludmila	RUS	1988.0	WFM	2124	2073.0	2139.0	wi	33
3507629	Gonzalez Ochoa, Yoana	CUB	1992.0	WIM	2124		2120.0		29
3508170	Hernandez Reyes, Venus	CUB	1982.0	WFM	2124			wi	39
4119878	Karpova, Yulia	RUS	1974.0	WIM	2124		1948.0	wi	47
5001684	Kunte, Mrunalini	IND	1973.0	WIM	2124			wi	48
24109401	Luchsheva, Anastasia	RUS	1994.0	WFM	2124			wi	27
4144538	Maksimova, Alisa	RUS	1993.0	WFM	2124			wi	28
4153871	Mamontova, Irina	RUS	1983.0	WFM	2124			wi	38
4133498	Peshkova, Tatiana	RUS	1978.0		2124			wi	43
717452	Rapcsak, Andrea	HUN	1981.0		2124			wi	40
2102773	Tatiana Duarte Brea	BRA	1978.0	WIM	2124			wi	43
14903164	Timoscenkova, Viera	SVK	1950.0	WFM	2124			wi	71
4154380	Volchek, Anastasia	RUS	1981.0		2124			wi	40
8601615	Xue, Minyinjie	CHN	1988.0		2124			wi	33
4900600	Ankhchimeg, Bayanmunkh	MGL	1983.0	WIM	2123	2099.0	1987.0		38
4138740	Burdova, Ksenia	RUS	1983.0	WFM	2123	2127.0		wi	38
4158385	Danilova, Irina	RUS	1955.0		2123			wi	66
4158377	Feoktisova, Galina	RUS	1941.0		2123			wi	80
4158300	Kakunina, Anna	RUS	1982.0		2123			wi	39
11600799	Lickrastina, Agnese	LAT	1972.0	WIM	2123	1933.0		wi	49
2011280	Sagalchik, Olga	USA	1967.0	WFM	2123			wi	54
4196864	Sandzhieva, Elina	RUS	1992.0	WFM	2123			wi	29
4500407	Zainetdinova, Svetlana	EST	1962.0	WFM	2123		2005.0	wi	59
14118270	Andrenko, Irina	UKR	1991.0	WIM	2122	2206.0	2068.0		30
13305700	Asatryan, Sona	ARM	1999.0	WIM	2122	1749.0	2037.0		22
4185358	Dikova, Anna	RUS	1987.0		2122			wi	34
8600538	Du, Fengling	CHN	1967.0		2122			wi	54
8601542	Huang, Zhiyan	CHN	1986.0		2122			wi	35
4164342	Kolganova, Natalia	RUS	1984.0	WFM	2122	2035.0	2059.0	wi	37
4187210	Prudnikova, Ekaterina	RUS	1988.0	WFM	2122			wi	33
4167155	Sukhareva, Evgeniya	RUS	1987.0		2122	2223.0	2234.0		34
3514609	Valdes Martin, Marta Elena	CUB	1956.0	WFM	2122			wi	65
922528	Von Wantoch-Rekowski, Danijela	SRB	1981.0	WFM	2122			wi	40
4183762	Aiupova, Evgenia	RUS	1986.0	WFM	2121			wi	35
4134982	Andreeva, Olga	RUS	1964.0	WFM	2121	1767.0	1962.0	wi	57
4157494	Bogdanova, Alexandra	RUS	1985.0	WFM	2121			wi	36
1209477	Ciobanu, Camelia-Adriana	ROU	1985.0	WIM	2121	2174.0	2215.0	wi	36
4165497	Dmitrieva, Yulia	RUS	1983.0		2121			wi	38
13401998	Ismailova, Aytaj	AZE	1987.0	WFM	2121			wi	34
1208462	Istrati, Viorica	ROU	1983.0	WFM	2121			wi	38
4130596	Khvostova, Irina	RUS	1981.0	WFM	2121			wi	40
4106652	Kozireva, Ksenia	RUS	1990.0		2121			wi	31
4172744	Kuular, Valeria	RUS	1984.0	WFM	2121			wi	37
5300517	Mouradian, Knarik	LBN	1983.0	WIM	2121	2148.0	2090.0	wi	38
13602462	Neilson, Nino	GEO	1985.0	WFM	2121			wi	36
1210947	Padurariu, Ioana Smaranda	NED	1987.0	WIM	2121	2177.0		wi	34
1104446	Sadkiewicz, Joanna	GER	1966.0	WIM	2121			wi	55
4185161	Shamsieva, Albina	RUS	1986.0		2121			wi	35
711721	Varga, Melinda	HUN	1997.0	WFM	2121			wi	24
1181238	Wisniowska, Klaudia	POL	1995.0	WFM	2121	2050.0	2061.0	wi	26
14107007	Abramchuk, Klavdia	UKR	1982.0		2120		2076.0	wi	39
20654383	Afraoui, Anaelle	FRA	1999.0	WFM	2120	1966.0	1835.0		22
4630513	Cisse, Janett	GER	1977.0		2120			wi	44
1500830	Dahl, Ingrid	NOR	1964.0	WIM	2120			wi	57
1148486	Dwilewicz, Katarzyna	POL	1999.0	WFM	2120	1966.0	2063.0		22
4900162	Gerelmaa, Ulziybat	MGL	1971.0		2120			wi	50
4135822	Jascenko, Olga	CZE	1974.0	WIM	2120	2087.0	2043.0		47
704466	Karolyi, Lajosne	HUN	1932.0		2120			wi	89
5001030	Khadilkar, Jayshree	IND	1962.0	WIM	2120			wi	59
4692632	Krannich, Annette	GER	1981.0		2120			wi	40
4130758	Malashenko, Alyona	RUS	1978.0		2120			wi	43
13002988	Myat Thiri Aung Kyaw	MYA	1993.0	WFM	2120			wi	28
4189868	Nikolaeva, Ulyana	RUS	1986.0	WFM	2120			wi	35
721840	Papp, Judit	HUN	1984.0		2120			wi	37
1118145	Reszka, Malgorzata	POL	1983.0		2120			wi	38
2222990	Rodriguez Vinuesa, Azahara	ESP	1982.0		2120		2008.0	wi	39
2012685	Sanchez, Gina	USA	1973.0		2120			wi	48
4124740	Shabanova, Svetlana	RUS	1979.0		2120			wi	42
4162927	Shperber, Frida	RUS	1979.0	WFM	2120			wi	42
5008697	Singh, Sushma	IND	1975.0		2120			wi	46
5001021	Unni, Vasanti	IND	1961.0	WIM	2120			wi	60
4608720	Weichert-Joerger, Hannelore	GER	1942.0		2120			wi	79
4145593	Akseno, Marina	RUS	1977.0		2119			wi	44
13301560	Altunian, Karine	ARM	1983.0		2119			wi	38
3511910	Castillo Coca, Mairebis	CUB	1992.0	WFM	2119		2204.0		29
3901750	Han Wong, Irene Estefania	VEN	1988.0	WIM	2119			wi	33
13508407	Ilyuchyk, Yana	BLR	1999.0	WFM	2119	2071.0	1955.0		22
4177517	Kuzmina, Natalia	RUS	1986.0		2119			wi	35
12400980	Nguyen, Thu Giang	AUS	1985.0	WFM	2119				36
12400041	Pham, Ngoc Thanh	VIE	1971.0	WFM	2119			wi	50
5014263	Samani, Shraddha	IND	1985.0		2119			wi	36
24101532	Samokrutova, Olga	RUS	1979.0	WFM	2119		1876.0	wi	42
4685601	Trunz, Elena	GER	1982.0		2119			wi	39
4169956	Zavgorodniaya, Alena	RUS	1997.0	WFM	2119	1976.0	1932.0		24
4173139	Bachina, Anna	RUS	1988.0		2118			wi	33
24126730	Badanina, Olga	RUS	1987.0	WFM	2118			wi	34
24119458	Demina, Oksana	RUS	1991.0	WFM	2118			wi	30
604534	Gervais, Claire	FRA	1976.0	WIM	2118			wi	45
4139038	Gontcharova, Olga	RUS	1982.0	WFM	2118				39
200468	Goossens, Hanne	BEL	1992.0	WIM	2118				29
13300318	Hlgatian, Goar	ARM	1975.0	WIM	2118			wi	46
14200627	Krjuchkova, Elena	UZB	1969.0	WGM	2118			wi	52
14120631	Merkulova, Irina	UKR	1989.0		2118			wi	32
5015308	Nimmy, A.G.	IND	1986.0		2118	2093.0		wi	35
304670	Orsagova, Silvie	CZE	1975.0	WIM	2118		2156.0		46
4622650	Roessler, Ulrike	GER	1977.0	WIM	2118	2162.0	2078.0		44
13800078	Sabirova, Sophia	KGZ	1980.0	WFM	2118			wi	41
24120430	Zharkova, Ekaterina	RUS	1989.0	WFM	2118			wi	32
1206443	Apostoae, Lacramioara-Liliana	ROU	1980.0	WFM	2117			wi	41
4627407	Borriss, Claudia	GER	1977.0	WFM	2117			wi	44
2806452	Borsuk, Angela	ISR	1967.0	IM	2117	2120.0			54
4630475	Hausmann, Ilka	GER	1976.0		2117			wi	45
4165390	Korneeva, Irina	RUS	1983.0		2117			wi	38
24174017	Kozina, Anastasia	RUS	2001.0	WFM	2117	2043.0	1993.0	wi	20
305650	Ptacnikova, Lenka	ISL	1976.0	WGM	2117	2196.0	1984.0		45
14105691	Romanova, Ekaterina	UKR	1982.0		2117	2113.0		wi	39
1108190	Rybak, Agnieszka	POL	1975.0	WFM	2117			wi	46
5003482	Safira, Shahnaz	IND	1977.0	WFM	2117			wi	44
2229994	Vega Gutierrez, Belinda	ESP	1985.0	WIM	2117	2124.0	2022.0		36
8601720	Wu, Yun	CHN	1987.0		2117			wi	34
4180836	Avdeeva, Veronika	RUS	1988.0	WFM	2116	2131.0	2025.0	wi	33
11600241	Erneste, Inguna	LAT	1966.0	WGM	2116	2090.0		wi	55
3502759	Fleites Marti, Yuleikys	CUB	1978.0	WIM	2116		2134.0	wi	43
306088	Hallerova, Eva	CZE	1975.0		2116			wi	46
12400262	Hoang, My Thu Giang	VIE	1977.0		2116			wi	44
1012339	Hortensius, Lisa	NED	1991.0		2116			wi	30
24106950	Jushchenko, Varvara	RUS	1986.0		2116			wi	35
14116715	Karchevska, Lesia	UKR	1988.0		2116			wi	33
14607093	Kolaric, Spela	SLO	1993.0	WFM	2116	2046.0	2081.0		28
2004879	Marshall, Abby	USA	1991.0	WFM	2116			wi	30
14200201	Sabirova, Olga	UZB	1966.0	WIM	2116			wi	55
5012368	Saheli, Nath	IND	1989.0	WFM	2116			wi	32
4121635	Tetradze, N.	RUS	1969.0		2116			wi	52
13601725	Tsurtsumia, Natia	GEO	1982.0		2116			wi	39
4123476	Zizlova, Sofia	RUS	1994.0		2116			wi	27
3201775	Aladjova, Katrin	AUS	1971.0	WFM	2115			wi	50
13302230	Apresyan, Lusine	ARM	1986.0		2115			wi	35
3505189	Cardona, Liulia	USA	1983.0	WFM	2115			wi	38
4158415	Chaichenko, Natalia	RUS	1978.0	WFM	2115			wi	43
4123107	Chkhan, Viktoria	RUS	1994.0	WFM	2115	2091.0	2111.0	wi	27
11600519	Dadikina, Anna	LAT	1975.0		2115			wi	46
4614534	Guenther, Anetta	GER	1973.0		2115			wi	48
402869	Heron, Heidi D	ENG	1973.0		2115			wi	48
1201794	Ionita, Mariana	ROU	1962.0	WFM	2115	2107.0		wi	59
1701681	Kemeny-Svensson, Ingrid	SWE	1947.0		2115			wi	74
2603888	Khaziyeva, Dinara	CAN	1986.0	WIM	2115			wi	35
5007720	Konakanchi, Ninad	IND	1984.0		2115			wi	37
2902320	Krumova, Velichka	BUL	1942.0		2115			wi	79
4167872	Lastovina, Tatiana	RUS	1986.0	WFM	2115			wi	35
14904756	Machalova, Maria	SVK	1984.0	WFM	2115			wi	37
14501775	Radocaj, Radmila	CRO	1965.0		2115			wi	56
14501791	Rainer, Vlasta	CRO	1958.0		2115			wi	63
5018064	Ramya, Krishna	USA	1991.0	WFM	2115			wi	30
32010036	Represa Perez, Mireya	ESP	2001.0	WFM	2115	1880.0	2037.0		20
2212692	Rodriguez Aguilar, Inmaculada	ESP	1963.0		2115			wi	58
5067359	Savant, Riya	IND	2000.0	WFM	2115	1827.0	1905.0	wi	21
13503898	Savushkina, Evgenia	BLR	1988.0		2115			wi	33
15000621	Sofrevska-Andonova, Lidija	MKD	1961.0	WFM	2115			wi	60
1110829	Stanowska, Magdalena	POL	1976.0		2115			wi	45
13902806	Untila, Stela	MDA	1988.0	WFM	2115			wi	33
4196465	Vazirova, Karina	RUS	1990.0	WIM	2115			wi	31
4639979	Virnik, Elena	GER	1980.0		2115			wi	41
14602741	Zugaj, Zvijezdana	SLO	1976.0		2115			wi	45
14119005	Barchuk, Irina	UKR	1997.0		2114	2090.0	1918.0		24
8604312	Cai, Jiaying	CHN	1992.0		2114		2104.0	wi	29
2011204	Frenklakh, Jennie	USA	1980.0	WFM	2114			wi	41
13503146	Grechko, Svetlana	BLR	1987.0		2114			wi	34
3603687	Heredia Serrano, Carla	ECU	1991.0	WGM	2114	2162.0	2092.0		30
1201883	Ignat, Diana	FRA	1975.0		2114			wi	46
24133442	Ochneva, Inga	RUS	1998.0	WFM	2114	1828.0	1852.0	wi	23
24147516	Pershina, Elena	RUS	1991.0	WFM	2114	2025.0	2085.0	wi	30
3508552	Roca Mendoza, Yurien	CUB	1979.0	WFM	2114			wi	42
10202587	Shamima, Akter	BAN	1989.0	WIM	2114	2086.0	2008.0	wi	32
13512617	Zeliantsova, Kseniya	BLR	2005.0	WFM	2114	1923.0	1910.0		16
933457	Andjelic, Milena	SRB	1987.0		2113			wi	34
12803243	Batkovskyte, Dominyka	LTU	1993.0		2113	2138.0	2129.0	wi	28
634565	Choisy, Mathilde	FRA	1988.0	WFM	2113	2134.0		wi	33
13302566	Darbinyan, Nune	ARM	1990.0		2113			wi	31
4196961	Emelianova, Maria	ENG	1987.0	WFM	2113	2079.0	2102.0	wi	34
13904620	Gitu, Paula-Alexandra	MDA	1999.0	WFM	2113	2068.0	1941.0		22
13507761	Homiakova, Elena	BLR	1992.0	WFM	2113			wi	29
24105066	Ildzhirinova, Saglara	RUS	1992.0	WFM	2113	2112.0		wi	29
1404695	Kryger, Oksana	DEN	1982.0	WIM	2113	2084.0			39
2020513	Pelletier, Katherine	USA	1989.0	WFM	2113			wi	32
3506720	Robaina Marrero, Yamile	CUB	1983.0	WFM	2113			wi	38
24108057	Samokhina, Sofia	RUS	1990.0	WFM	2113			wi	31
2903415	Tabakova, Ina	BUL	1976.0		2113			wi	45
1002775	Wuts, Helene	NED	1974.0	WFM	2113			wi	47
34107859	Yanuchenko, Polina	RUS	2001.0	WFM	2113	2001.0	1849.0	wi	20
8603111	Zhong, Yan	CHN	1981.0		2113			wi	40
13402030	Aghayeva, Shahana	AZE	1985.0		2112			wi	36
13616510	Aliyeva, Gunay	GEO	1982.0	WFM	2112			wi	39
5081432	Bala Kannamma P	IND	1996.0		2112	1968.0	1965.0		25
146803	Campos, Maria Jose	ARG	1999.0	WFM	2112	2093.0	2027.0		22
24629472	Endress, Anna	GER	1993.0	WFM	2112				28
13602403	Epitashvili, Ketevan	GEO	1984.0		2112			wi	37
203319	Gorshkova, Irina	BEL	1977.0	WFM	2112	2008.0		wi	44
4605730	Hegeler, Anja	GER	1965.0	WIM	2112		2075.0	wi	56
35013220	Jyothsna L	IND	2004.0	WFM	2112	1850.0	1895.0		17
